tcp_packets,tcp_source_port,tcp_destination_port,tcp_fin_flag,tcp_syn_flag,tcp_push_flag,tcp_ack_flag,tcp_urgent_flag,udp_packets,udp_source_port,udp_destination_port,icmp_packets,target
0,0,0,0,0,0,0,0,3,1,1,0,1
76,2,2,2,0,8,74,0,1,1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
30,3,3,2,4,12,26,0,0,0,0,0,1
21,2,2,2,0,7,19,0,1,1,1,0,1
41,2,2,2,2,16,38,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
13,2,2,0,2,5,12,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
97,2,2,2,0,7,95,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
13,2,2,0,2,5,12,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
118,2,2,2,0,16,116,0,1,1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
4,2,2,0,2,1,3,0,0,0,0,0,1
20,2,2,2,0,9,18,0,1,1,1,0,1
18,3,3,0,2,7,17,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
113,2,2,2,0,7,111,0,1,1,1,0,1
30,3,3,1,4,12,28,0,5,3,3,0,1
12,2,2,2,0,7,10,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
29,3,3,1,4,12,27,0,0,0,0,0,1
19,2,2,2,0,7,17,0,8,1,1,0,1
0,0,0,0,0,0,0,0,1,1,1,0,1
19,4,4,0,4,8,17,0,4,3,3,0,1
13,4,4,4,0,4,11,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
11,4,4,0,4,3,9,0,4,3,3,0,1
22,4,4,4,0,7,20,0,2,1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
15,2,2,0,2,5,14,0,4,3,3,0,1
8,2,2,2,0,2,8,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
13,2,2,0,2,5,12,0,2,2,2,0,1
149,2,2,2,0,33,147,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1,1,1,0,1
14,2,2,0,2,5,13,0,0,0,0,0,1
1,1,1,0,0,0,1,0,0,0,0,0,1
103,2,2,1,0,4,103,0,0,0,0,0,1
5,3,2,1,1,1,2,0,0,0,0,0,1
34,2,2,2,1,11,32,0,0,0,0,0,1
16,2,2,0,2,5,15,0,4,3,3,0,1
13,2,2,0,0,8,13,0,0,0,0,0,1
10,2,2,2,0,5,10,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
27,2,2,2,2,9,24,0,0,0,0,0,1
34,3,3,2,4,12,29,0,0,0,0,0,1
19,2,2,2,0,7,17,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
15,2,2,0,2,5,14,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1,1,1,0,1
110,2,2,2,0,5,108,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
15,2,2,0,2,5,14,0,0,0,0,0,1
12,2,2,2,0,6,10,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1,1,1,0,1
31,3,3,2,4,12,26,0,4,4,4,0,1
20,2,2,2,0,7,18,0,11,1,1,0,1
41,2,2,2,2,11,38,0,2,2,2,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
11,2,2,0,2,5,10,0,0,0,0,0,1
17,2,2,2,0,8,15,0,0,0,0,0,1
26,2,2,2,2,13,23,0,3,3,3,0,1
10,2,2,0,2,3,9,0,2,2,2,0,1
3,2,2,0,0,2,3,0,0,0,0,0,1
91,2,2,2,0,6,89,0,6,4,4,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,2,2,7,147,0,154,5,5,0,1
0,0,0,0,0,0,0,0,1,1,1,0,1
0,0,0,6,8,30,314,0,326,8,8,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1,1,1,0,1
0,0,0,4,4,18,417,0,427,8,9,0,1
0,0,0,0,0,0,0,0,1,1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,2,2,7,284,0,296,7,7,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
12,2,2,0,2,3,11,0,0,0,0,0,1
3,2,2,0,0,2,3,0,0,0,0,0,1
98,2,2,2,0,5,96,0,0,0,0,0,1
13,2,2,0,2,5,12,0,0,0,0,0,1
50,2,2,2,0,5,48,0,1,1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
50,3,3,2,4,22,47,0,5,3,3,0,1
3,3,2,1,1,0,1,0,1,1,1,0,1
34,2,2,2,1,12,33,0,0,0,0,0,1
35,3,3,2,4,12,30,0,0,0,0,0,1
21,2,2,2,0,8,19,0,1,1,1,0,1
41,2,2,2,2,14,38,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
15,2,2,0,2,5,14,0,2,2,2,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
106,2,2,2,0,4,104,0,1,1,1,0,1
13,2,2,0,2,5,12,0,0,0,0,0,1
94,2,2,2,0,4,92,0,3,1,1,0,1
30,3,3,2,4,10,25,0,3,1,1,0,1
21,2,2,2,2,18,34,0,21,6,6,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
39,2,2,2,2,7,38,0,2,2,2,0,1
1,1,1,0,1,0,0,0,0,0,0,0,1
22,2,2,2,1,8,22,0,0,0,0,0,1
15,2,2,0,2,6,14,0,0,0,0,0,1
7,2,2,2,0,2,7,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
13,2,2,0,2,5,12,0,1,1,1,0,1
103,2,2,2,0,6,101,0,0,0,0,0,1
13,3,3,0,2,5,12,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1,1,1,0,1
99,2,2,2,0,5,97,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
13,2,2,0,2,5,12,0,2,2,2,0,1
9,2,2,0,0,2,9,0,0,0,0,0,1
670,2,2,0,0,6,670,0,3,1,1,0,1
30,2,2,2,0,2,28,0,0,0,0,0,1
15,3,3,0,2,5,14,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,2,1,0,0,2,0,1,1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
6,2,2,1,0,2,3,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,2,0,3,3,3,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1,1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,2,0,4,4,4,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,2,2,2,0,1
0,0,0,0,0,0,0,0,3,2,2,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1,1,1,0,1
0,0,0,0,0,0,2,0,3,3,3,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,48,4,3,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,4,0,11,5,5,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1,1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,6,3,3,0,1
1,1,1,0,1,0,0,0,0,0,0,0,1
4,2,2,0,2,1,3,0,0,0,0,0,1
11,4,4,2,1,1,11,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,2,1,1,0,1
0,0,0,0,0,0,0,0,1,1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,2,0,7,6,6,0,1
15,2,2,0,2,5,14,0,0,0,0,0,1
14,2,2,0,0,3,14,0,0,0,0,0,1
97,2,2,2,0,2,95,0,1,1,1,0,1
30,5,5,2,4,10,23,0,3,1,1,0,1
35,5,5,2,0,10,29,0,0,0,0,0,1
33,3,3,1,4,12,31,0,13,2,2,0,1
0,0,0,0,0,0,0,0,7,1,1,0,1
7,2,2,1,0,3,7,0,0,0,0,0,1
4,2,2,1,0,1,2,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
17,3,3,0,2,5,16,0,0,0,0,0,1
90,2,2,2,0,5,88,0,1,1,1,0,1
13,2,2,0,2,5,12,0,0,0,0,0,1
87,2,2,2,0,13,85,0,2,1,1,0,1
0,0,0,0,0,0,0,0,1,1,1,0,1
136,2,2,0,2,8,135,0,0,0,0,0,1
318,2,2,2,0,3,316,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
15,2,2,0,2,5,14,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
117,3,3,2,0,17,115,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
24,3,3,3,2,7,19,0,0,0,0,0,1
0,0,0,0,0,0,0,0,2,2,2,0,1
10,2,2,0,0,3,10,0,0,0,0,0,1
137,2,2,2,0,2,135,0,0,0,0,0,1
0,0,0,0,0,0,0,0,8,3,3,0,1
30,3,3,1,4,12,28,0,0,0,0,0,1
24,2,2,2,0,9,22,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
30,2,2,2,2,12,27,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
15,2,2,0,2,5,14,0,0,0,0,0,1
51,2,2,2,0,5,49,0,5,3,3,0,1
1,1,1,0,1,0,0,0,0,0,0,0,1
44,3,3,3,3,19,41,0,1,1,1,0,1
15,2,2,0,2,5,14,0,0,0,0,0,1
9,2,2,0,0,3,9,0,0,0,0,0,1
83,2,2,2,0,9,81,0,1,1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
20,2,2,1,2,8,19,0,0,0,0,0,1
7,4,4,1,0,1,3,0,0,0,0,0,1
19,2,2,2,2,8,16,0,0,0,0,0,1
15,2,2,0,2,5,14,0,1,1,1,0,1
141,2,2,0,0,8,141,0,0,0,0,0,1
39,2,2,2,0,2,37,0,2,2,2,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,4,4,17,206,0,221,9,9,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,3,4,15,195,0,207,8,9,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
227,6,6,8,8,23,219,0,2,2,2,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
15,2,2,0,2,5,14,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
144,2,2,2,0,37,142,0,1,1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
13,2,2,0,2,5,12,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1,1,1,0,1
115,2,2,2,0,11,113,0,3,3,3,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
46,6,6,1,4,19,41,0,6,1,1,0,1
13,5,5,2,0,2,7,0,0,0,0,0,1
40,5,5,2,2,8,35,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
4,2,2,0,2,1,3,0,0,0,0,0,1
21,2,2,2,0,6,20,0,0,0,0,0,1
61,6,6,2,4,21,53,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
12,2,2,0,2,5,11,0,1,1,1,0,1
1,1,1,0,0,0,1,0,1,1,1,0,1
145,4,4,2,0,5,141,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
40,2,2,2,2,12,37,0,1,1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
34,2,2,2,2,15,31,0,0,0,0,0,1
11,2,2,0,2,5,10,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
117,2,2,2,0,28,115,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
147,2,2,0,2,8,146,0,0,0,0,0,1
76,7,6,2,3,6,68,0,0,0,0,0,1
4,3,2,0,1,2,3,0,0,0,0,0,1
15,2,2,0,2,5,14,0,0,0,0,0,1
79,3,3,2,2,7,76,0,0,0,0,0,1
15,2,2,0,2,5,14,0,3,3,3,0,1
34,2,2,0,0,3,34,0,0,0,0,0,1
60,2,2,2,0,2,58,0,0,0,0,0,1
0,0,0,0,0,0,0,0,17,4,4,0,1
48,7,7,2,4,16,39,0,0,0,0,0,1
8,3,3,4,0,1,6,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
504,9,9,8,10,38,491,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,3,4,16,117,0,124,6,6,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
13,2,2,0,2,5,12,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
183,3,2,2,0,25,181,0,0,0,0,0,1
1,1,1,2,2,9,135,0,141,6,5,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
88,6,6,3,4,14,82,0,2,2,2,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,3,2,8,21,0,27,4,4,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,2,2,7,21,0,29,6,6,0,1
2,2,2,0,0,0,2,0,0,0,0,0,1
1,1,1,0,1,0,0,0,0,0,0,0,1
12,2,2,0,1,5,12,0,1,1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
146,2,2,0,0,10,146,0,0,0,0,0,1
24,2,2,2,0,2,22,0,0,0,0,0,1
3,2,2,0,0,2,3,0,0,0,0,0,1
24,2,2,2,2,9,21,0,0,0,0,0,1
32,5,5,1,4,10,28,0,0,0,0,0,1
24,2,2,2,0,10,22,0,0,0,0,0,1
2,2,2,0,0,0,2,0,0,0,0,0,1
49,3,3,3,4,20,45,0,0,0,0,0,1
4,2,2,0,2,1,3,0,0,0,0,0,1
43,4,4,3,2,22,40,0,0,0,0,0,1
0,0,0,0,0,0,1,0,2,2,2,0,1
29,3,3,1,4,12,27,0,0,0,0,0,1
14,2,2,2,0,7,12,0,0,0,0,0,1
0,0,0,0,0,0,0,0,3,3,3,0,1
13,2,2,0,2,5,12,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
28,3,2,0,0,5,28,0,1,1,1,0,1
146,2,3,2,0,34,144,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
26,2,2,2,2,11,23,0,0,0,0,0,1
13,2,2,0,2,6,12,0,0,0,0,0,1
21,4,4,2,0,1,19,0,0,0,0,0,1
24,2,2,2,2,7,21,0,0,0,0,0,1
19,2,2,0,2,8,18,0,0,0,0,0,1
11,2,2,2,0,2,9,0,0,0,0,0,1
42,3,3,3,2,12,39,0,1,1,1,0,1
3,2,2,1,0,0,3,0,0,0,0,0,1
14,3,3,0,2,5,12,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
109,4,4,2,0,12,105,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
36,2,2,2,2,9,33,0,0,0,0,0,1
13,2,2,0,2,5,12,0,0,0,0,0,1
21,2,2,2,0,8,19,0,0,0,0,0,1
27,2,2,1,2,12,26,0,0,0,0,0,1
5,3,2,1,1,1,2,0,0,0,0,0,1
29,2,2,2,1,13,27,0,1,1,1,0,1
38,4,4,2,2,8,35,0,0,0,0,0,1
10,2,2,0,2,5,9,0,0,0,0,0,1
1,1,1,0,0,0,1,0,0,0,0,0,1
86,2,2,1,0,5,86,0,0,0,0,0,1
4,2,2,1,0,1,2,0,0,0,0,0,1
1,1,1,0,1,0,0,0,1,1,1,0,1
32,4,4,2,1,13,28,0,0,0,0,0,1
28,2,2,2,2,13,25,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1,1,1,0,1
10,2,2,0,2,3,9,0,10,1,1,0,1
7,5,5,0,0,2,3,0,0,0,0,0,1
98,2,2,2,0,13,96,0,1,1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
23,2,2,1,2,13,22,0,0,0,0,0,1
5,3,2,1,1,1,2,0,4,3,3,0,1
12,2,2,0,1,5,12,0,6,1,1,0,1
6,2,2,0,0,2,6,0,6,1,1,0,1
467,2,2,0,0,2,467,0,1,1,1,0,1
429,2,2,0,0,5,429,0,0,0,0,0,1
649,2,2,0,0,5,649,0,0,0,0,0,1
627,2,2,0,0,4,627,0,1,1,1,0,1
344,2,2,0,0,1,344,0,0,0,0,0,1
309,2,2,0,0,2,309,0,0,0,0,0,1
708,2,2,0,0,4,708,0,1,1,1,0,1
724,2,2,0,0,5,724,0,2,1,1,0,1
550,2,2,2,0,6,548,0,1,1,1,0,1
0,0,0,0,0,0,0,0,1,1,1,0,1
12,2,2,0,2,5,11,0,0,0,0,0,1
1,1,1,0,0,0,1,0,0,0,0,0,1
101,4,4,2,0,8,97,0,1,1,1,0,1
33,3,3,2,2,15,30,0,0,0,0,0,1
22,3,3,1,4,8,20,0,0,0,0,0,1
33,2,2,2,0,12,31,0,1,1,1,0,1
29,3,3,1,4,12,27,0,0,0,0,0,1
22,2,2,2,0,7,20,0,0,0,0,0,1
0,0,0,0,0,0,0,0,10,6,6,0,1
28,4,4,2,2,8,23,0,6,1,1,0,1
41,5,5,3,6,14,37,0,0,0,0,0,1
14,2,2,2,0,7,12,0,0,0,0,0,1
11,2,2,0,2,5,10,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
108,2,2,2,0,5,106,0,1,1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
26,2,2,2,2,12,23,0,0,0,0,0,1
20,2,2,2,2,7,17,0,5,4,4,0,1
0,0,0,0,0,0,0,0,1,1,1,0,1
12,2,2,0,2,5,11,0,0,0,0,0,1
1,1,1,0,0,0,1,0,1,1,1,0,1
125,2,2,2,0,25,123,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
15,2,2,0,2,5,14,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
9,2,2,0,0,5,9,0,0,0,0,0,1
100,2,2,2,0,23,98,0,1,1,1,0,1
167,2,2,1,2,10,166,0,1,1,1,0,1
2,2,2,0,0,1,1,0,1,1,1,0,1
1,1,1,0,1,0,0,0,1,1,1,0,1
10,2,2,0,1,5,10,0,0,0,0,0,1
112,2,2,0,0,5,112,0,0,0,0,0,1
59,2,2,2,0,2,57,0,1,1,1,0,1
15,2,2,0,2,5,14,0,0,0,0,0,1
84,2,2,2,0,11,82,0,0,0,0,0,1
0,0,0,0,0,0,0,0,3,3,3,0,1
12,2,2,0,2,5,11,0,0,0,0,0,1
20,2,2,0,0,4,20,0,2,1,1,0,1
48,2,2,2,0,3,46,0,3,3,3,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
13,2,2,0,2,5,12,0,0,0,0,0,1
70,2,2,0,0,24,70,0,1,1,1,0,1
78,2,2,2,0,20,76,0,0,0,0,0,1
39,2,2,2,2,16,36,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1,1,1,0,1
29,3,3,1,4,12,27,0,0,0,0,0,1
25,2,2,2,0,11,23,0,0,0,0,0,1
53,3,3,3,4,18,49,0,3,2,2,0,1
11,2,2,0,2,5,10,0,0,0,0,0,1
0,0,0,0,0,0,0,0,6,1,1,0,1
80,2,2,2,0,4,78,0,0,0,0,0,1
31,5,4,1,4,12,27,0,0,0,0,0,1
33,4,5,2,2,12,28,0,0,0,0,0,1
13,2,2,0,2,5,12,0,1,1,1,0,1
121,2,2,1,0,5,121,0,0,0,0,0,1
4,2,2,1,0,1,2,0,0,0,0,0,1
0,0,0,2,0,2,5,0,6,3,3,0,1
50,2,2,2,2,7,47,0,1,1,1,0,1
13,2,2,0,2,5,12,0,1,1,1,0,1
11,2,2,2,0,5,9,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
20,2,2,2,2,7,17,0,0,0,0,0,1
13,2,2,0,2,5,14,0,3,3,3,0,1
108,2,2,2,0,8,106,0,0,0,0,0,1
4,2,2,0,2,1,3,0,0,0,0,0,1
50,5,5,4,2,19,42,0,1,1,1,0,1
28,3,3,1,4,12,26,0,0,0,0,0,1
18,2,2,2,0,8,16,0,1,1,1,0,1
30,3,3,0,4,11,28,0,6,5,5,0,1
24,3,3,4,0,6,20,0,6,1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
34,3,3,2,2,10,31,0,1,1,1,0,1
22,2,2,0,2,8,21,0,0,0,0,0,1
12,4,4,2,0,2,8,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
13,2,2,0,2,5,12,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
130,2,2,2,0,45,128,0,5,3,3,0,1
0,0,0,0,0,0,0,0,2,1,1,0,1
23,2,2,2,2,8,20,0,0,0,0,0,1
14,2,2,0,2,5,13,0,3,3,3,0,1
6,2,2,2,0,2,4,0,2,1,1,0,1
17,3,3,0,2,5,16,0,3,2,2,0,1
18,2,2,0,0,5,18,0,2,2,2,0,1
116,2,2,2,0,12,114,0,0,0,0,0,1
26,2,2,2,2,11,23,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1,1,1,0,1
21,3,3,1,4,7,19,0,2,1,1,0,1
37,2,2,2,0,13,35,0,1,1,1,0,1
0,0,0,0,0,0,0,0,7,3,3,0,1
31,3,3,1,4,12,29,0,0,0,0,0,1
14,2,2,2,0,5,12,0,0,0,0,0,1
0,0,0,0,0,0,2,0,3,3,3,0,1
13,2,2,0,2,5,12,0,0,0,0,0,1
129,2,2,1,0,3,129,0,0,0,0,0,1
4,2,2,1,0,1,2,0,0,0,0,0,1
15,2,2,0,2,5,14,0,0,0,0,0,1
129,2,2,2,0,4,127,0,2,1,1,0,1
15,2,2,0,2,5,14,0,4,4,4,0,1
0,0,0,0,0,0,0,0,2,1,1,0,1
0,0,0,0,0,0,0,0,1,1,1,0,1
122,3,3,2,1,8,119,0,1,1,1,0,1
5,5,5,0,1,0,2,0,0,0,0,0,1
12,2,2,0,2,6,11,0,0,0,0,0,1
35,6,6,4,3,9,29,0,1,1,1,0,1
13,2,2,0,2,5,12,0,0,0,0,0,1
24,6,6,2,2,5,17,0,0,0,0,0,1
0,0,0,0,2,13,31,0,37,7,7,0,1
0,0,0,0,0,0,0,0,1,1,1,0,1
52,5,5,6,2,8,47,0,6,1,1,0,1
19,2,2,4,4,17,260,0,255,8,8,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
11,2,2,0,2,5,10,0,0,0,0,0,1
137,2,2,2,0,5,135,0,0,0,0,0,1
10,2,2,0,2,4,9,0,1,1,1,0,1
26,3,3,4,2,10,25,0,4,3,3,0,1
24,2,2,2,2,9,21,0,1,1,1,0,1
21,3,3,1,4,8,18,0,1,1,1,0,1
27,2,2,2,0,11,25,0,0,0,0,0,1
15,2,2,0,2,6,14,0,0,0,0,0,1
17,2,2,2,0,1,19,0,8,7,7,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
37,2,2,2,2,13,34,0,0,0,0,0,1
12,2,2,0,2,5,11,0,0,0,0,0,1
1,1,1,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,2,1,1,0,1
101,2,2,2,0,28,99,0,1,1,1,0,1
0,0,0,0,0,0,0,0,8,3,3,0,1
15,2,2,0,2,5,14,0,0,0,0,0,1
13,2,2,2,0,6,11,0,1,1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
41,2,2,2,2,17,40,0,4,3,3,0,1
14,2,2,0,2,5,13,0,5,4,4,0,1
13,3,3,2,0,4,10,0,0,0,0,0,1
0,0,0,0,0,0,0,0,2,2,2,0,1
28,3,3,1,4,12,26,0,5,3,4,0,1
10,2,2,2,0,3,8,0,1,1,1,0,1
23,4,4,2,4,7,21,0,0,0,0,0,1
13,2,2,2,0,3,11,0,1,1,1,0,1
15,2,2,0,2,5,14,0,0,0,0,0,1
23,2,2,0,0,4,23,0,0,0,0,0,1
97,2,2,2,0,4,95,0,1,1,1,0,1
17,3,3,0,2,5,16,0,0,0,0,0,1
137,6,6,2,2,24,130,0,0,0,0,0,1
11,2,2,2,0,6,11,0,0,0,0,0,1
21,3,2,2,3,7,17,0,2,1,1,0,1
34,3,3,2,1,12,31,0,1,1,1,0,1
0,0,0,0,0,0,0,0,2,2,2,0,1
1,1,1,0,1,0,0,0,0,0,0,0,1
44,3,3,3,3,20,41,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
15,2,2,0,2,5,14,0,0,0,0,0,1
